Claim_id,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy
16069,Mar,3,Thursday,Mazda,Urban,Friday,Mar,3,Male,Married,27,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,,5969,1,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision
16070,Mar,2,Sunday,Mazda,Urban,Tuesday,Mar,3,Female,Married,33,Third Party,Sedan - All Perils,Sedan,20000 to 29000,,5970,5,400,1,more than 30,more than 30,none,3 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils
16071,Feb,4,Friday,Mazda,Urban,Monday,Feb,4,Male,Single,26,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,,5971,16,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
16072,Feb,3,Wednesday,Toyota,Urban,Thursday,Mar,1,Male,Married,37,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,,5972,15,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
16073,Apr,2,Tuesday,Mazda,Urban,Friday,May,1,Male,Married,51,Policy Holder,Sedan - All Perils,Sedan,more than 69000,,5973,2,400,1,more than 30,more than 30,1,7 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils
16074,Mar,4,Thursday,Pontiac,Urban,Thursday,May,2,Male,Single,33,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,5974,6,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability
16075,Mar,4,Wednesday,Toyota,Urban,Monday,Mar,5,Male,Married,36,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,,5975,15,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils
16076,Mar,1,Friday,Honda,Rural,Monday,Apr,3,Male,Single,0,Policy Holder,Sedan - Collision,Sedan,more than 69000,,5976,1,400,4,more than 30,more than 30,1,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,Collision
16077,Mar,1,Friday,Pontiac,Urban,Monday,Mar,2,Male,Single,30,Policy Holder,Sedan - Liability,Sport,30000 to 39000,,5977,11,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability
16078,Aug,5,Sunday,Ford,Rural,Thursday,Nov,1,Male,Single,30,Policy Holder,Sedan - All Perils,Sedan,more than 69000,,5978,3,400,3,15 to 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils
16079,Mar,1,Tuesday,Mazda,Urban,Thursday,Mar,2,Male,Married,35,Third Party,Sedan - All Perils,Sedan,30000 to 39000,,5979,12,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils
16080,Aug,5,Sunday,Honda,Urban,Monday,Aug,5,Male,Single,19,Policy Holder,Sport - Collision,Sport,more than 69000,,5980,6,400,1,more than 30,more than 30,none,5 years,21 to 25,No,No,External,none,no change,1 vehicle,1994,Collision
16081,Feb,4,Tuesday,Honda,Urban,Wednesday,Feb,4,Male,Single,23,Third Party,Sedan - Collision,Sedan,20000 to 29000,,5981,8,400,4,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1994,Collision
16082,Feb,3,Thursday,Chevrolet,Urban,Friday,Feb,4,Male,Single,44,Third Party,Sedan - Collision,Sedan,more than 69000,,5982,2,400,1,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Collision
16083,Aug,5,Monday,Toyota,Urban,Friday,Sep,3,Female,Married,32,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,,5983,11,400,4,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
16084,Aug,5,Monday,Toyota,Urban,Thursday,Sep,1,Male,Single,33,Third Party,Sedan - Collision,Sedan,30000 to 39000,,5984,9,700,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision
16085,Jan,1,Wednesday,Honda,Urban,Wednesday,Jan,1,Male,Married,45,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,5985,6,400,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability
16086,Aug,5,Monday,Mercury,Rural,Thursday,Oct,3,Male,Married,63,Third Party,Sedan - All Perils,Sedan,20000 to 29000,,5986,12,400,1,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,more than 5,4 to 8 years,2 vehicles,1994,All Perils
16087,Dec,4,Thursday,Mazda,Urban,Friday,Dec,4,Female,Divorced,42,Policy Holder,Sedan - Liability,Sport,30000 to 39000,,5987,16,400,2,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,more than 5,no change,3 to 4,1994,Liability
16088,Aug,5,Monday,Mercury,Urban,Monday,Aug,5,Male,Married,46,Policy Holder,Utility - All Perils,Utility,30000 to 39000,,5988,14,400,3,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils
16089,Jan,5,Saturday,Toyota,Urban,Tuesday,Feb,1,Male,Single,23,Policy Holder,Sedan - Collision,Sedan,more than 69000,,5989,8,400,2,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
16090,Jan,2,Wednesday,Pontiac,Urban,Wednesday,Jan,2,Male,Married,28,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,5990,9,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability
16091,Nov,4,Friday,Pontiac,Rural,Friday,Nov,4,Male,Married,37,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,,5991,12,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Collision
16092,Nov,4,Friday,Honda,Urban,Friday,Nov,4,Male,Single,40,Third Party,Sedan - All Perils,Sedan,20000 to 29000,,5992,10,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils
16093,Nov,4,Wednesday,Honda,Urban,Thursday,Nov,4,Female,Married,33,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,,5993,5,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision
16094,Nov,4,Wednesday,Chevrolet,Urban,Wednesday,Nov,4,Male,Married,34,Policy Holder,Sedan - Liability,Sport,30000 to 39000,,5994,13,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability
16095,Nov,3,Monday,Chevrolet,Rural,Wednesday,Nov,4,Male,Single,25,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,5995,14,400,1,more than 30,more than 30,1,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1994,Liability
16096,Dec,1,Thursday,Honda,Urban,Friday,Dec,1,Male,Married,47,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,,5996,4,400,1,more than 30,more than 30,none,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils
16097,Jan,2,Saturday,Honda,Urban,Thursday,Jan,3,Male,Married,47,Policy Holder,Sedan - Liability,Sport,more than 69000,,5997,13,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Liability
16098,May,1,Wednesday,Toyota,Urban,Friday,May,1,Male,Married,34,Policy Holder,Sedan - All Perils,Sedan,less than 20000,,5998,4,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
16099,May,3,Monday,Toyota,Urban,Tuesday,May,3,Male,Married,43,Policy Holder,Sedan - Liability,Sport,30000 to 39000,,5999,1,400,1,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Liability
16100,May,3,Tuesday,Mazda,Urban,Thursday,May,3,Male,Single,30,Third Party,Sedan - Liability,Sport,20000 to 29000,,6000,14,400,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability
16101,May,4,Monday,Toyota,Rural,Thursday,Jul,2,Male,Married,55,Policy Holder,Sedan - All Perils,Sedan,more than 69000,,6001,5,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils
16102,Aug,5,Monday,Toyota,Urban,Wednesday,Sep,2,Male,Married,29,Third Party,Sedan - All Perils,Sedan,20000 to 29000,,6002,5,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils
16103,May,4,Tuesday,Chevrolet,Urban,Thursday,May,4,Male,Married,51,Third Party,Sedan - Collision,Sedan,30000 to 39000,,6003,7,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Collision
16104,Aug,5,Monday,Toyota,Urban,Tuesday,Sep,1,Male,Married,44,Third Party,Sedan - Collision,Sedan,20000 to 29000,,6004,11,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
16105,Jun,4,Sunday,Pontiac,Rural,Monday,Aug,5,Male,Married,75,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,,6005,16,400,3,more than 30,more than 30,more than 4,more than 7,over 65,No,No,External,none,no change,1 vehicle,1994,Collision
16106,Jul,2,Wednesday,Pontiac,Urban,Wednesday,Jul,2,Female,Single,40,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,6006,5,400,4,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
16107,Aug,5,Tuesday,Mazda,Urban,Monday,Sep,1,Male,Single,24,Third Party,Sedan - Collision,Sedan,30000 to 39000,,6007,16,400,3,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,more than 5,1 year,2 vehicles,1994,Collision
16108,Aug,1,Tuesday,Mazda,Urban,Wednesday,Aug,3,Male,Married,42,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,,6008,14,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils
16109,Aug,2,Saturday,Honda,Urban,Wednesday,Aug,3,Male,Married,52,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,,6009,13,400,1,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Collision
16110,Aug,3,Thursday,Honda,Urban,Friday,Sep,2,Male,Married,27,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,6010,8,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability
16111,Aug,3,Friday,Ford,Urban,Thursday,Aug,4,Male,Married,51,Policy Holder,Sedan - Liability,Sport,30000 to 39000,,6011,10,400,4,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
16112,Sep,3,Wednesday,Pontiac,Urban,Thursday,Sep,3,Male,Married,51,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,6012,3,400,2,more than 30,more than 30,1,6 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Liability
16113,Oct,2,Saturday,Mazda,Urban,Wednesday,Oct,4,Female,Married,41,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,,6013,13,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
16114,Oct,5,Monday,Mazda,Urban,Thursday,Nov,1,Male,Single,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,,6014,15,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision
16115,Nov,2,Friday,Mazda,Urban,Friday,Nov,4,Female,Single,35,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,6015,16,400,3,more than 30,more than 30,more than 4,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
16116,Nov,3,Friday,Toyota,Urban,Friday,Nov,3,Female,Married,44,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,6016,14,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
16117,Dec,2,Friday,Pontiac,Urban,Tuesday,Dec,2,Male,Married,73,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,,6017,10,400,4,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
16118,Apr,4,Thursday,Toyota,Urban,Wednesday,May,1,Male,Married,50,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,6018,13,400,1,more than 30,more than 30,1,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,Liability
16119,Apr,4,Thursday,Mazda,Rural,Friday,May,1,Male,Married,66,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,,6019,15,500,2,more than 30,more than 30,1,more than 7,over 65,Yes,No,External,none,no change,1 vehicle,1994,Collision
16120,May,1,Wednesday,Pontiac,Urban,Thursday,May,1,Female,Married,43,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,6020,9,400,2,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Liability
16121,May,2,Sunday,Toyota,Urban,Tuesday,May,2,Male,Married,38,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,6021,6,400,2,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Liability
16122,May,1,Friday,Toyota,Urban,Friday,May,1,Male,Single,35,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,,6022,4,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
16123,May,3,Thursday,Toyota,Urban,Monday,May,4,Male,Single,23,Third Party,Sedan - Collision,Sedan,20000 to 29000,,6023,7,400,2,more than 30,more than 30,none,5 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1994,Collision
16124,Jun,3,Wednesday,Mazda,Rural,Thursday,Jun,3,Female,Married,43,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,6024,7,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Liability
16125,Jul,4,Wednesday,Honda,Rural,Thursday,Jul,4,Female,Married,51,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,,6025,12,400,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,Collision
16126,Jul,4,Thursday,Honda,Urban,Tuesday,Aug,1,Male,Single,23,Third Party,Sedan - Collision,Sedan,20000 to 29000,,6026,7,400,3,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1994,Collision
16127,Jul,5,Friday,Toyota,Urban,Friday,Jul,5,Male,Married,28,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,6027,5,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,Yes,No,External,more than 5,no change,1 vehicle,1994,Liability
16128,Jul,5,Monday,Chevrolet,Rural,Tuesday,Aug,1,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,,6028,15,400,4,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,4 to 8 years,3 to 4,1994,Collision
16129,Aug,1,Tuesday,Mazda,Urban,Wednesday,Aug,1,Male,Married,45,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,,6029,7,400,2,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,Collision
16130,Aug,5,Monday,Mazda,Urban,Thursday,Sep,4,Male,Single,30,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,,6030,9,400,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision
16131,Aug,5,Tuesday,Chevrolet,Urban,Friday,Sep,1,Male,Married,57,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,,6031,1,400,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,All Perils
16132,Aug,5,Tuesday,Pontiac,Urban,Wednesday,Aug,5,Male,Married,52,Policy Holder,Sedan - All Perils,Sedan,less than 20000,,6032,13,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
16133,Nov,3,Sunday,Pontiac,Urban,Wednesday,Nov,4,Male,Single,23,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,6033,4,400,1,more than 30,more than 30,2 to 4,2 years,26 to 30,No,No,External,none,no change,1 vehicle,1994,Liability
16134,Nov,5,Tuesday,Honda,Urban,Wednesday,Nov,5,Male,Married,40,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,6034,3,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Liability
16135,Aug,5,Tuesday,Toyota,Rural,Wednesday,Aug,5,Male,Single,42,Policy Holder,Sedan - All Perils,Sedan,less than 20000,,6035,2,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils
16136,Nov,5,Wednesday,Honda,Urban,Monday,Dec,1,Female,Single,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,,6036,9,400,4,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
16137,Nov,4,Saturday,Chevrolet,Urban,Friday,Dec,1,Female,Married,30,Policy Holder,Sedan - Liability,Sport,30000 to 39000,,6037,7,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
16138,Nov,3,Saturday,Chevrolet,Urban,Monday,Nov,4,Male,Married,47,Third Party,Sedan - All Perils,Sedan,30000 to 39000,,6038,8,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils
16139,Sep,3,Wednesday,Chevrolet,Urban,Wednesday,Sep,4,Male,Married,51,Third Party,Sedan - Collision,Sedan,30000 to 39000,,6039,4,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,Internal,more than 5,no change,1 vehicle,1994,Collision
16140,Sep,1,Sunday,Toyota,Urban,Tuesday,Sep,1,Female,Married,41,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,6040,3,400,1,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability
16141,Aug,5,Wednesday,Toyota,Urban,Friday,Sep,1,Male,Single,34,Third Party,Sedan - All Perils,Sedan,30000 to 39000,,6041,13,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils
16142,Aug,2,Friday,Pontiac,Urban,Wednesday,Aug,3,Male,Married,39,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,,6042,15,400,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,Collision
16143,Aug,1,Thursday,Chevrolet,Urban,Monday,Aug,3,Male,Single,44,Policy Holder,Sedan - Liability,Sport,30000 to 39000,,6043,7,400,4,more than 30,more than 30,1,7 years,36 to 40,Yes,No,External,none,no change,1 vehicle,1994,Liability
16144,Aug,1,Tuesday,Accura,Urban,Friday,Aug,2,Male,Single,26,Policy Holder,Utility - All Perils,Utility,more than 69000,,6044,16,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils
16145,Aug,5,Wednesday,Toyota,Urban,Wednesday,Sep,4,Male,Married,27,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,,6045,10,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
16146,Jul,5,Friday,Ford,Urban,Monday,Aug,3,Male,Married,71,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,,6046,6,700,3,more than 30,more than 30,none,more than 7,over 65,Yes,No,External,1 to 2,no change,1 vehicle,1994,Collision
16147,Jun,2,Tuesday,Mazda,Urban,Wednesday,Jun,3,Male,Married,53,Policy Holder,Sedan - Liability,Sport,30000 to 39000,,6047,16,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Liability
16148,Apr,3,Monday,Honda,Urban,Tuesday,Apr,3,Female,Single,24,Third Party,Sedan - Liability,Sport,more than 69000,,6048,12,400,3,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1994,Liability
16149,Dec,2,Monday,Toyota,Urban,Monday,Dec,2,Male,Single,31,Policy Holder,Sedan - Liability,Sport,30000 to 39000,,6049,10,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1994,Liability
16150,Dec,2,Friday,Honda,Rural,Tuesday,Dec,2,Male,Married,44,Third Party,Sedan - Collision,Sedan,30000 to 39000,,6050,1,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
16151,Nov,3,Saturday,Toyota,Urban,Friday,Dec,2,Male,Married,43,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,,6051,9,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils
16152,Nov,3,Saturday,Toyota,Urban,Friday,Dec,2,Male,Married,35,Third Party,Sedan - All Perils,Sedan,20000 to 29000,,6052,8,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils
16153,Nov,3,Friday,Honda,Urban,Monday,Nov,4,Male,Single,28,Third Party,Sedan - Collision,Sedan,20000 to 29000,,6053,2,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
16154,Nov,3,Monday,Pontiac,Urban,Monday,Nov,3,Male,Married,48,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,,6054,3,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
16155,Nov,2,Wednesday,Chevrolet,Urban,Tuesday,Nov,4,Male,Single,27,Third Party,Sedan - All Perils,Sedan,more than 69000,,6055,2,400,4,more than 30,more than 30,none,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
16156,Nov,1,Tuesday,Ford,Urban,Wednesday,Nov,1,Male,Married,62,Policy Holder,Sedan - Liability,Sport,more than 69000,,6056,13,400,2,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1994,Liability
16157,Oct,2,Saturday,Honda,Rural,Thursday,Oct,3,Male,Married,37,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,,6057,7,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
16158,Oct,2,Sunday,Accura,Urban,Thursday,Oct,2,Male,Married,56,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,,6058,8,400,2,more than 30,more than 30,2 to 4,5 years,51 to 65,No,No,External,none,no change,1 vehicle,1994,All Perils
16159,Sep,3,Wednesday,Toyota,Urban,Monday,Nov,5,Male,Married,28,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,6059,10,400,3,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability
16160,Sep,1,Monday,Accura,Urban,Friday,Sep,2,Male,Single,41,Policy Holder,Sedan - All Perils,Sedan,more than 69000,,6060,7,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils
16161,Aug,4,Saturday,Chevrolet,Rural,Monday,Oct,2,Male,Single,30,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,,6061,10,400,1,more than 30,more than 30,2 to 4,4 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
16162,Aug,2,Monday,Toyota,Urban,Wednesday,Aug,2,Male,Married,57,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,,6062,11,400,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,Collision
16163,Aug,1,Monday,Honda,Urban,Tuesday,Aug,1,Male,Married,42,Third Party,Sedan - Liability,Sport,30000 to 39000,,6063,13,400,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability
16164,Jul,4,Monday,Toyota,Urban,Monday,Jul,4,Male,Married,75,Policy Holder,Sedan - All Perils,Sedan,less than 20000,,6064,16,400,4,more than 30,more than 30,none,more than 7,over 65,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
16165,Jul,4,Thursday,Honda,Urban,Wednesday,Nov,2,Male,Married,56,Policy Holder,Sport - Collision,Sport,more than 69000,,6065,3,400,2,more than 30,more than 30,none,7 years,51 to 65,No,No,External,none,no change,1 vehicle,1994,Collision
16166,Jul,4,Thursday,Honda,Urban,Friday,Jul,4,Female,Single,34,Policy Holder,Sedan - Liability,Sport,more than 69000,,6066,10,400,2,more than 30,more than 30,more than 4,new,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability
16167,Jul,3,Friday,Toyota,Urban,Friday,Jul,4,Male,Married,65,Third Party,Sedan - Collision,Sedan,20000 to 29000,,6067,11,400,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1994,Collision
16168,Jul,2,Wednesday,Pontiac,Urban,Wednesday,Jul,3,Male,Married,61,Policy Holder,Sedan - All Perils,Sedan,less than 20000,,6068,12,400,1,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,All Perils
16169,Jul,2,Tuesday,Toyota,Urban,Tuesday,Jul,2,Male,Married,54,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,6069,11,400,3,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,more than 5,no change,3 to 4,1994,Liability
16170,Jul,1,Sunday,Ford,Urban,Monday,Jul,1,Male,Married,55,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,,6070,1,500,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,2 to 3 years,2 vehicles,1994,Collision
16171,Jun,4,Monday,Nisson,Urban,Tuesday,Jun,5,Male,Married,47,Policy Holder,Sedan - All Perils,Sedan,more than 69000,,6071,16,400,3,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils
16172,Jun,4,Sunday,Pontiac,Urban,Thursday,Jun,5,Male,Married,43,Policy Holder,Sedan - Liability,Sport,more than 69000,,6072,13,400,2,more than 30,more than 30,more than 4,6 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Liability
16173,Sep,1,Thursday,Honda,Urban,Friday,Sep,1,Male,Married,31,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,,6073,14,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils
